뉴스제목,주가변동
"""글로벌 카메라 렌즈株 긍정적""…4차 산업혁명의 '눈'",0
농협중앙회 새만금 잼버리에 얼음물 등 5억상당 물품지원,0
"라이트론, 국내 몰리브덴광산 매입한다...""지질탐사기관 2곳에 실사 발주""",0
"현대캐피탈, 112억원 규모 자사주 매입",0
"KT&G,  소셜벤처 스타트업 투자 유치 지원",0
"정부, 금강·영산강 5개 보 유지한다",0
"스페셜포스, 6년만에 돌아온 '오프라인 썸머 토너먼트 대회' 눈길",0
"LG디스플레이, 마이크로 OLED 최대 수혜-KB",0
"컴투스, 비용 통제 의지에... 흑자전환 가능할 것-다올",0
"기재부 대변인, 김성욱 국제경제관리관 임명",0
"한덕수 국무총리 ""잼버리 마지막 참가자 떠날 때 까지 책임""",0
"빅텐츠, 공모가 2만3000원 확정... 경쟁률 731대 1",0
"한화증권 ""엘엔에프 3분기까지 부진한 실적""",0
"에스티큐브, 식약처에 '넬마스토바트(hSTC810)' 임상1b?2상 계획 제출",0
107주 연속 베스트셀러 1위는?...골드앤에스 '시원스쿨랩',0
"‘외국인 매출 호조세’ 현대백화점, 주가도 탄력",0
한미 첨단산업 파트너십 점검 회의 개최...세부 방안 논의,0
"한투운용 ""기후변화 관심↑…한국투자MSCI미국기후변화펀드 주목""",0
"성안, 희토류 공급망 탈중국화…미국산 공급받는다",0
"[속보]한 총리 ""대한민국 정부가 새만금 잼버리 원활한 대회 진행 책임지겠다""",0
"한국투자증권, 일반인 대상 사모펀드 운용 사업 직접 진출",0
이것 자주하는 습관... 코로나19 감염 위험 높여,0
"무협, 잼버리 대회에 냉각 스카프 4만5천개 긴급 제공",0
"한국투자증권, 2·4분기 영업익 22.22%↑..""수익성 개선 심혈""",0
"한덕수 총리 ""잼버리 예비비 즉각 집행해 신속 조치""",0
"정영채 NH證 사장, 마약 근절에 동참..강석훈 변호사·황준호 대표 지목",0
"AI검출 고양이사료, 고병원성으로 최종 확인",0
"정부, 잼버리 대응 긴급 국무회의..예비비 지출안 의결",0
영국 중앙은행 14회 연속 금리 인상 ...5.25%,0
[fn마켓워치]창원 엠포리움 빌딩 매물로,0
하반기 증시 ‘피·에·로’ 뜬다,0
"[fn마감시황] 코스피, 기관 매도세에 4거래일째 약세 마감",0
반도체주 오르는데 꿈쩍않는 삼성전자… 주가 한달째 지지부진,0
"""테마주보단 실적""..2분기 호실적 하반기 유망 종목은?",0
"기관·외인, 2차전지 팔아도 '6만전자' 안 사는 이유 [이 종목은 왜?]",0
"한화증권 ""애플,단기 주가부진 가능성...장기투자 기회로""",0
"[fn마켓워치]캠코, 2200억 기업구조혁신펀드 프로젝트펀드 시동",0
급등주 열풍에 거래량 폭발..7월 시총 회전율 올해 최대치,0
"[fn오전시황] 코스피, 4거래일째 약세... 2600선 아래로",0
"[특징주] 초전도체 관련주, 'LK-99' 진위 논란에도 일제히 반등",0
"CJ제일제당, 계열사 CJ바이오사이언스 유상증자 참여",0
불볕 더위에 1000만 탈모인 비상..제약株 해결법은?,0
"한화손보, 2분기 외형성장..낮은 밸류에이션 매력적-하나",0
"[특징주] 'IPO 대어' 파두, 상장 첫날 공모가 대비 18% 급락",0
"NH투자증권, 부동산 익스포져 2兆..""대형사 중 상당히 낮아""-대신",0
이제는 '피에로'가 뜬다,0
"베셀에어로스페이스, 연내 상장 목표…관계사 베셀도 수혜 ‘기대’",0
평균 창업비용 가장 낮은 업종은? 카페 아닌 '피자전문점',0
"[fn이사람] ""60년 파스 업력… 패치형 신약에 기술 녹일것""",0
"지더블유바이텍, (사)대한수의사회와 맞손 ”동물 통한 질병 감염 공동 대응“",0
"""글로벌 진출"" 흥국에프엔비, 상반기 역대 최대 실적",0
줄줄이 최상단 뚫은 새내기주… 공모가 뻥튀기 논란 여전,0
"네이버, 2분기 실적 안정성 증명… 4분기 이익 모멘텀 기대-다올",0
"유바이오로직스, ‘안전보건 및 조직문화 개선’ 캠페인…ESG경영 일환",0
"""반도체 투자 맡겨주세요"" 한화증권 'K반도체' 랩 출시",0
"한국금융지주, 2분기 어닝 서프라이즈...IMA 사업 진출 기대감 -신한",0
"코나아이, 첫 번째 해외결제 카드 '트래블제로카드' 출시",0
"NH투자증권, STO 기반 조각투자 사업자 지원나서",0
"'국내 1호' 반도체 ETF, 5000억 돌파했다",0
‘보장성·변액’ 투트랙으로 수익성 확대… 자본건전성 업계 최고 [포춘클럽 라운지],0
금융당국 적정 공모가 유도는 공염불? 줄줄이 희망밴드 상단 뚫어,0
"한 총리 ""잼버리 대원 안전 위생 관리 허점 없어야""",0
"나이벡, 약물전달 효율 3배 증가 '치매 혁신 신약' 신규 개발 완료... 미 제약사 MTA 추진’",0
"[fn마켓워치]국민연금, 호주 물류센터 투자해 약 2400억 벌었다",0
"젠엑시스, 아이비운용과 MOU",0
"메디프론·퀀타매트릭스, 복지부 산하 한국보건의료연구원에 '신의료기술심사' 신청",0
"노틱PE, 금융사·연기금과 컨소…ABL생명 M&A 참전",0
"[fn마켓워치]ABL생명 인수전 뛰어든 노틱PE, 금융사-연기금 컨소시엄 구성",0
"KDI ""경기 부진 점진적으로 완화""… 韓경제 반등 시작되나 [경기는 개선, 물가는 불안]",0
"HLB, 美FDA와 신약허가 본심사 개시 후 첫미팅",0
"[특징주]가온칩스, ARM 美상장 아마존 핵심투자자 참여 논의..공식 디자인파트너 부각↑",0
"뉴욕증시, 반등 하루 만에 하락...대형기술주 약세",0
은행이 흔들리면..'대체 자산' 코인이 뜬다 [코인브리핑],0
"호실적 낸 엔터주, 하반기는 더 좋다… 주가 반등 기대감",0
"변동장에 ""방망이 짧게""… 초단기채 펀드로 뭉칫돈",0
"[특징주]파로스아이바이오, AI 신약개발 혈액암치료제 상업화 기대감↑",0
"안덕근 통상본부장, '중남미 자원 부국' 에콰도르와 공급망 협력 논의",0
"삼성가 세모녀, 대출금 4조 넘었다..“상속세 내려고, 주식담보”",0
"테마파크, 전시회 판매제품 등 9개 제품 리콜명령",0
흑자전환에도 날개 못 펴는 LCC,0
"HLB생명과학, 독일 LDC와 차세대 표적항암물질 도입 계약",0
"[특징주] 롯데케미칼, 2분기 실적 부진에 6%대 약세",0
흑자전환인데 '어닝 미스'...터닝포인트 못찾는 LCC주,0
"아마존 공유 8개국, 14년 만에 정상회의 '삼림 벌채 막아야'",0
"넷마블, 재무구조 개선 의지 피력 '매수'-교보증권",0
[fn마켓워치]오스템임플란트 “정리매매 4일동안 유통주식수 절반 매수”,0
"""잼버리 참가자 안전·건강 최우선 지자체-행안부, 현장상황 공유를""['코리아 잼버리'는 계속된다]",0
"추경호 ""통관물류 규제 푼다...수출 개선흐름""",0
"[특징주] 파두, 상장 3거래일째 만에... 공모가 회복",0
클라우드 고성장… 삼성SDS 주가 훨훨,0
"14년만에 모인 아마존 공유 8개국 ""삼림 벌채 종식 협력""",0
[fn마켓워치]메가박스 본사 '성수 메가박스 스퀘어' 매각 눈 앞,0
美은행 신용등급 하향에… 대체자산 비트코인 상승,0
"제이엘케이 ""뇌졸증 이어 암 관련 인공지능 원천 美특허""",0
"강스템바이오텍, 세계 최초 골관절염 완치 목표 ‘융복합 주사 치료제’... 1상 첫 투여 시작",0
"""고가 미술품 공동 소유""...시세조종 혐의 '피카코인' 경영진 구속기소",0
경기침체에 돈줄 마른 기업들… 불성실공시 급증,0
"“디지털ID가 핵심”···코나아이, 매출 21% 성장",0
"제이스코홀딩스, 필리핀 니켈광산 순도 2% 최상급 니켈 확인",0
"SK증권 ""LG유플러스 단기 모멘텀 부족""..목표가 하향",0
"형지I&C, 42억 규모 사모CB 발행 ""해외 신규브랜드 론칭 일환""?",0
"[특징주] 2차전지주, 일제히 강세... 에코프로 8%, 금양 6%↑",0
"伊, 은행 초과이익에 '40% 횡재세'",0
[fn마켓워치]인도 1위 핀테크 '밸런스히어로'에 약 300억 뭉칫돈,0
"[fn오전시황] 코스피, 사흘 만에 2600 회복할까",0
"삼성증권, 기대치 부합한 2분기 실적..목표가 상향 -신한",0
"[단독 인터뷰] 폴란드 국영기업 'PIAP', 소니드·디펜스코리아와 韓시장 공략…절충교역 주목",0
7월 취업자 21만1000명↑…증가폭 29개월만에 최소 (종합),0
"LG유플러스, 싸지만 크게 오를 일도 없다-하나",0
"삼성증권, 시럽과 제휴...투자캐시백 통장 출시",0
"세계 교역, 탈세계화 속 서방 VS 중·러 진영으로 이분화",0
"하와이 마우이섬 산불, 주민들 바다 속으로 뛰어들어",0
"유럽 천연가스 가격, 40% 폭등...호주 공급차질 우려",0
화장품·면세점株 들썩… 한·중 해빙무드에 증시 환호,0
"美 7월 물가 반등, 연준 금리 인상 가능성은 크지 않아",0
"[fn오후시황]코스피, 동학개미·연기금 순매수..2590선 후반",0
코로나19 새 변이 EG.5 증가세,0
"7월 지구, 역대 가장 뜨거운 여름...산업화 이전에 비해 1.5℃ 상승",0
"2차전지주, 꺾이지 않는 공매도… LG엔솔 22% 넘었다",0
"JW중외제약, 목표주가 4만→4.7만-하나",0
주식거래 늘며 예상 밖 호실적…외국인 몰리는 증권주,0
"뉴욕증시, 이틀 연속 하락...엔비디아 4.7% 급락",0
'수익 회복' 전경련 부활 신호탄… 마지막 퍼즐은 4대그룹 복귀,0
"""뭉치면 산다""… 美지역 통신주, M&A 소식에 급등",0
"""뭉치면 산다""...하루에 2배 급등한 美 종목은",0
"미국인 호감 1위, 英 윌리엄 왕세자...4위는 찰스3세 국왕",0
"디즈니+에 담긴 ‘무빙’···영상 작업, 덱스터가 맡았다",0
"최대 실적 쏘아 올린 쿠팡, 주가도 연중 최고치 날았다",0
"KDI, 경제성장률 전망 1.5% 유지...""中 부진 심화 ·세수 부족 변수""",0
"미 7월 CPI 3.2%, 근원 CPI는 4.7% 상승",0
"""티빙, 피프스시즌 적자 300~400억대"" [CJ ENM 컨콜]",0
"SK네트웍스, 목표주가 7200→8000-하나",0
"[특징주] 팬스타엔터프라이즈, 한-중 여객선 운송 재개 기대감에 ↑",0
'유커' 돌아온다...6년5개월만 해빙에 증시 환호,0
선방한 증권사 2분기 성적표...기대감 모으는 외인,0
부동산PF 리스크 다시 고개…여전채 발행 위축되나,0
"[공시]애경산업, 2·4분기 영업익 166억..295.3%↑",0
"LS전선 ""글로벌 해저케이블 수요 선제적 대응"" 1555억 설비투자",0
"크래프톤, 매출 부진에도 비용 효율화로 선방-유진",0
"[공시]카페24, 종속사 핌즈 336억에 처분",0
"[공시]CJ ENM, 2·4분기 영업손실 303.6억",0
이차전지 vs 공매도...2라운드 시작됐다,0
"[fn마켓워치]""글로벌 금융 모든 분야에서 흥미로운 변곡점..韓 동료 파트너십 최적""",0
"사상 최대 실적 낸 쿠팡, 주가도 연중 최고치",0
"""호주 공급 차질 우려"" 유럽 천연가스 가격 40% 폭등",0
"[속보]미 7월 CPI 3.2%, 예상치 밑돌아",0
"[공시]한온시스템, 2분기 영업익 1435억..138.8%↑",0
美 정부서 통제할라... 中 IT기업들 AI용 칩 대거 사들이기,0
[뉴욕증시]다우 0.54%↓ 나스닥 1.2%↓..신용카드 부채 1兆달러 돌파,0
"""비트코인 한 달 뒤에 떨어진다...하지만 결국 10만달러"" [코인브리핑]",0
"뉴욕증시, 인플레 둔화 지속에 상승 반전...테슬라, 1.3%↑",0
"[fn마감시황] 코스피, 외인·기관 매도에 하락...2590선 털썩",0
"가스공사, 상반기 영업익 34%↓…미수금 12조원 누적",0
"[fn오전시황] 코스피, 강보합세...2603선",0
7월 美 물가상승 둔화됐지만 연준 눈높이에는 못미쳤다,0
"SK바이오팜, 글로벌 제약사로 평가 필요..목표주가 10만→13만-상상인",0
"엠로, 'MSCI 글로벌 스몰캡 지수' 신규 편입",0
"[특징주] SK증권제10호스팩, 상장 첫날 133%대 오름세",0
"[특징주]윈텍, 국산 동박 美핵심광물 지정 확실시..IRA 수혜 기대감↑",0
“기관도 러브콜” 로봇ETF에 뭉칫돈,0
"[fn마켓워치]케이스톤, 이커머스 운영 백엔드 솔루션 1위 기업 '핌즈' 인수",0
"[특징주] 화장품주, 중국 단체 관광 재개 소식에... 2거래일째 강세",0
CJ ENM 목표주가 내리는 증권업계,0
"오를만큼 오른 에코프로, 'MSCI 편입'에 더 오를까",0
"KC코트렐 ""CCUS 설비, 인도네시아 해외 첫 수출""",0
"[fn마켓워치]마스턴, 해외부문 대표에 조용민 부대표",0
"미래에셋증권, 개인연금 랩 500억 달성",0
CJ ENM 투심 '꽁꽁'...신사업서 대규모 적자,0
[fn마켓워치] 행정공제회 첫 인도펀드 위탁사에 삼성-미래에셋 '2파전',0
"덴티스, 에스클린(S-Clean) 임플란트 수술용 美FDA 승인",0
"[속보] 뉴욕증시, 예상보다 양호한 CPI에 반등...나스닥 0.1%↑",0
"경남제약 ‘레모나’, 中사업 순항중…매출 성장 기대",0
빚투 증가...'테마'보다 '사이클'에 집중-퀀트케이,0
"미래에셋 TIGER KOFR금리액티브(합성) ETF, '1조펀드' 대열 합류",0
"韓 화물선 나포하며 돈 달라던 이란, 美 합의로 계좌 풀려",0
"'MSCI 재수생' 에코프로, 이번엔 편입 성공",0
"카나리아바이오, GSK와 진행 '오레고보맙-제줄라' 공동임상 환자모집 완료",0
"CJ프레시웨이, 실적 부진하지만 펀더멘탈은 강해지고 있다-IBK투자증권",0
"""오빠와 같이 '의문사'했다"" 언론에 보도된 14살 래퍼 ""살아있었다"" 소름",0
"[특징주] 카카오, 김범수 창업자 압수수색 소식에... 약세",0
"‘2대주주’ 엠케이에셋, 만호제강에 주주제안서 송부",0
"“은행 사기, AI가 잡는 시대 온다”",0
"예탁원, 시청각 장애아동 지원사업에 1억2000만원 후원",0
"에이프로젠, 이중항체 플랫폼 'CHIMPS' 日 특허 등록",0
"CJ바사, 유상증자 구주주 청약률 108.33% 초과 달성",0
"佛언론 “한국 잼버리, ‘공금횡령 의혹’으로 더럽혀져..1171억 어디에?”",0
"앱코, 2분기 흑자전환... 매출액 159억원, 영업이익 23억원 달성",0
"브릭메이트, ARIS와 파트너십···“日클라우드 시장 진출 발판”",0
"[특징주]원바이오젠, 中 해외 단체관광 전면 허용..韓 의료 관광 수혜 기대↑",0
[fn사설] 경제 활력 초기에 적극 투자로 기회 살려야,0
"금감원, 미래·NH證 대상 '채권 돌려막기' 검사 착수",0
제약·바이오株의 시간… 잇단 호실적에 IPO시장도 주도,0
증권사 현직 CEO 연봉킹 '정일문' 28.59억..최현만 28.57억,0
"채권금리 인상·비수기 겹친 회사채 시장, 공모채 발행 한산… 사모채 조달은 분주",0
NH-아문디운용 ‘HANARO 조선해운 ETF’ 순항중,0
"'신흥국 원죄 없다? 한은 ""신흥국도 자국통화로 대외자본 조달 충분""",0
아난티 올 2분기 매출 4929억원 기록..3년 연속 최대 실적 갱신,0
“마스코트도 새롭게”···KCGI운용 출격,0
상반기 증권사 급여 1위는 다올증권 과장... 34억 받아,0
마사회시설관리 상임이사 공개 모집,0
NH-Amundi운용 ‘HANARO 조선해운 ETF’ 성과 순항중,0
"[공시]코리안리, 2분기 영업익 1803억..584.2%↑",0
공개매수 앞두고 주가 급발진… 그래도 느긋한 현대백화점,0
‘흑자전환 기대’ 한전···총선 전 전기요금 인상은 ‘먹구름’-SK,0
"[공시]유안타증권, 상반기 순이익 218억..영업이익 556%↑",0
"[특징주] JYP엔터,  2분기 실적 시장 전망치 하회... 10% 급락",0
"""휠체어 앉은 아이들 몸·마음 건강하도록 지켜줍니다""",0
"[특징주] 한화, 2분기 실적 부진에 8%대 약세",0
"정부, 스마트양식 빅데이터센터 사업자에 부산시 선정",0
"[공시]중앙디앤엠, 엔켐과 60억 규모 공급계약 체결",0
"롯데관광개발, 한중 단체관광 재개에 3분기 영업익 턴어라운드-키움",0
신제품·원가부담 완화… 농심 목표가 줄상향,0
"[fn마감시황]코스피, 동학개미 4270억 순매수..2570선 밀려",0
"호텔·홈쇼핑 키운 GS리테일 웃고, 편의점 올인한 BGF리테일 울고",0
"[공시]다올투자증권, 상반기 순이익 282억..70%↓",0
교도소등 국유재산 드라마 등 K콘텐츠에 활용한다,0
"제조업 발행채권, 매매 선호도 높아졌다",0
"[fn오후시황]코스피,?동학개미 매수에도 2560선 밀려..코스닥 900 붕괴",0
"에쓰씨엔지니어링, 2Q 매출액 336억… ""하반기 성장 모멘텀 다수""",0
"한미일 '군사 밀착'… ""연례 군사훈련, 미사일 추적·파괴 포함""",0
농심 목표가 줄줄이 상향...62만원까지 오른다,0
"정황근 장관 ""펫 산업 국가 전략산업으로...규제 적극 검토""",0
"KTC,  ‘K-Display 2023’ 첫 참가",0
"금호에이치티, 2분기 매출 1578억원...전분기比 27% 증가",0
꿈틀대는 제약·바이오株...볕들 날 올까,0
"[fn오전시황]코스피, 외국인·동학개미·연기금 순매수에 반등",0
"신영증권, 선보엔젤파트너스와 업무 협약 체결",0
"""2차전지 분산효과 톡톡"" 바이오헬스케어, 액티브운용이 효자",0
GS25 vs CU... '비편의점'이 주가 희비 갈랐다,0
"""미래 금융맨 육성""  제33회 우리아이 글로벌 리더 대장정 진행",0
"뉴욕증시 입성한 베트남 전기차, GM·포드·폭스바겐 시총 앞질러...첫날 254% 폭등",0
"셀트리온헬스케어, 목표주가 11만→9.5만-하나",0
"월스트리트 금융사들, 폭락한 사무실·아파트 사들인다",0
"피치, 미 은행 신용등급 강등 경고...""JP모간도 예외 아냐""",0
"셀트리온, 목표주가 22만→21만-하나",0
"[속보] 뉴욕증시, 中 경제지표 둔화에 1% 넘게 하락",0
"천보, 3분기에도 실적 부진 예상...목표가↓-대신증권",0
침체 신호 뚜렷해진 중국경제… 한국에 불똥 튀나 [흔들리는 수출전선],0
"'환승연애' CP ""K-예능, 진정성·관계성 매력""...BCWW 개막",0
"[특징주]이구산업, 'LK-99' 1차원 구리원자 사슬서 초전도 현상 발생 소식에↑",0
中 부동산 불안에 韓 수출경기·환율 악영향.. 유커 유입에도 '상저하고' 안갯속,0
"[fn마감시황] 중국발 우려에 투심 냉각...코스피, 1%대 하락",0
"뉴욕증시, 中 경기 둔화에 1% 넘게 하락...테슬라, 3%↓",0
"[특징주] 천보, 2분기 실적 부진에 52주 신저가...12%대 약세",0
"소프트센, 상반기 매출 260억...""하반기 장비 수주 늘 것""",0
"영화 '빅쇼트' 실제 주인공 버리, 미 증시 하락에 2조원 베팅",0
"[특징주] 신성델타테크, 거래재개 직후 상한가...초전도체株 열풍 계속",0
